Round_Label,Adjusted Tempo,Adjusted Offensive Efficiency,Adjusted Defensive Efficiency,eFGPct,TOPct,ORPct,FTRate,OffFT,Off2PtFG,Off3PtFG,DefFT,Def2PtFG,Def3PtFG,AdjOE,AdjDE,AdjEM,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate
Round 64,66.38128491620111,111.76606145251397,96.67898044692737,51.84394694155726,18.411477549106145,33.14724747882681,36.779160697737424,20.08675645835894,51.455832176243014,28.4570862300419,19.48101387469972,51.71291915523743,28.80558642400838,111.76635635474861,96.67745020949721,15.088901728701117,50.907041405837994,35.77268569684358,71.08903938396648,10.313971388969275,46.41085662016759,33.04779230481145,8.56634993517109,34.37250890894553,34.26391282259078,55.198238846620114,51.552829195460895,0.10021356581005587
